FBID	CG	Symbol	Ben_377	Handler_144	Muerdter_87	sum
FBgn0003388	CG13478	shd	0	0	1	1
FBgn0003429	CG10693	slo	1	0	0	1
FBgn0003483	CG3158	spn-E	1	0	0	1
FBgn0003607	CG8409	Su(var)205	1	0	0	1
FBgn0003612	CG8068	Su(var)2-10	0	0	1	1
FBgn0003744	CG8637	trc	1	0	0	1
FBgn0003886	CG9476	alphaTub85E	1	0	0	1
FBgn0003941	CG2960	RpL40	1	0	0	1
FBgn0003978	CG10728	vls	1	0	0	1
FBgn0003997	CG5123	hid	1	0	0	1
FBgn0004106	CG5363	Cdk1	1	0	0	1
FBgn0004227	CG4211	nonA	1	0	0	1
FBgn0004362	CG17950	HmgD	0	1	0	1
FBgn0004400	CG10683	rhi	1	0	0	1
FBgn0004465	CG4086	Su(P)	0	1	0	1
FBgn0004644	CG4637	hh	1	0	0	1
FBgn0004687	CG3201	Mlc-c	1	0	0	1
FBgn0004828	CG8989	His3.3B	0	1	0	1
FBgn0004838	CG10377	Hrb27C	1	0	0	1
FBgn0004855	CG3284	RpII15	1	0	0	1
FBgn0004915	CG5193	TfIIB	1	0	0	1
FBgn0004924	CG6146	Top1	0	1	0	1
FBgn0005411	CG9998	U2af50	1	0	0	1
FBgn0005648	CG2163	Pabp2	1	0	0	1
FBgn0005655	CG9193	PCNA	1	0	0	1
FBgn0005660	CG2914	Ets21C	1	0	0	1
FBgn0005672	CG10334	spi	0	1	0	1
FBgn0005683	CG5354	pie	1	0	0	1
FBgn0010113	CG15532	hdc	1	0	0	1
FBgn0010278	CG4817	Ssrp	1	0	0	1
FBgn0010295	CG10788	ng3	1	0	0	1
FBgn0010328	CG5965	woc	1	0	0	1
FBgn0010387	CG8627	Acbp2	1	0	0	1
FBgn0010398	CG6098	Lrr47	0	1	0	1
FBgn0010411	CG8900	RpS18	1	0	0	1
FBgn0010422	CG3710	TfIIS	0	1	0	1
FBgn0010497	CG5304	dmGlut	1	0	0	1
FBgn0010520	CG4539	Bka	1	0	0	1
FBgn0010660	CG3820	Nup214	0	1	0	1
FBgn0010774	CG1101	Ref1	1	0	0	1
FBgn0011217	CG7425	eff	1	0	0	1
FBgn0011361	CG9160	ND-ACP	1	0	0	1
FBgn0011554	CG12386	etaTry	0	0	1	1
FBgn0011573	CG12019	Cdc37	1	0	0	1
FBgn0011592	CG8581	fra	1	0	0	1
FBgn0011760	CG6998	ctp	0	1	0	1
FBgn0011836	CG6711	Taf2	1	0	0	1
FBgn0013305	CG3798	Nmda1	1	0	0	1
FBgn0013343	CG31136	Syx1A	1	0	0	1
FBgn0013347	CG5163	TfIIA-S	1	0	0	1
FBgn0014127	CG10726	barr	1	0	0	1
FBgn0014340	CG3025	mof	1	0	0	1
FBgn0014366	CG2925	noi	1	0	0	1
FBgn0014857	CG5825	His3.3A	0	1	0	1
FBgn0014931	CG2678	CG2678	1	0	0	1
FBgn0015268	CG5330	Nap1	1	0	0	1
FBgn0015277	CG5373	Pi3K59F	1	0	0	1
FBgn0015331	CG14637	abs	1	0	0	1
FBgn0015520	CG10328	nonA-l	0	0	1	1
FBgn0015621	CG3642	Clp	0	1	0	1
FBgn0015664	CG5838	Dref	0	0	1	1
FBgn0015778	CG9412	rin	1	0	0	1
FBgn0015834	CG8882	eIF3i	1	0	0	1
FBgn0015925	CG3730	csul	1	0	0	1
FBgn0015949	CG9854	hrg	1	0	0	1
FBgn0016041	CG12157	Tom40	1	0	0	1
FBgn0016687	CG4634	Nurf-38	1	0	0	1
FBgn0016794	CG1044	dos	1	0	0	1
FBgn0016917	CG4257	Stat92E	0	1	0	1
FBgn0017566	CG2286	ND-75	0	1	0	1
FBgn0017567	CG3944	ND-23	0	1	0	1
FBgn0019637	CG1433	Atu	0	1	0	1
FBgn0019957	CG6343	ND-42	0	1	0	1
FBgn0020496	CG7583	CtBP	1	0	0	1
FBgn0021750	CG4938	SerRS-m	1	0	0	1
FBgn0021874	CG2863	Nle	1	0	0	1
FBgn0022213	CG13281	Cse1	1	0	0	1
FBgn0022288	CG12792	l(2)09851	1	0	0	1
FBgn0022709	CG17146	Adk1	1	0	0	1
FBgn0022942	CG7035	Cbp80	1	0	0	1
FBgn0022943	CG12357	Cbp20	1	0	0	1
FBgn0023095	CG11282	caps	1	0	0	1
FBgn0023096	CG15148	btv	1	0	0	1
FBgn0023170	CG3997	RpL39	1	0	0	1
FBgn0023175	CG1519	Prosalpha7	1	0	0	1
FBgn0023177	CG32505	Pp4-19C	1	0	0	1
FBgn0023522	CG11596	CG11596	1	0	0	1
FBgn0024191	CG7238	sip1	1	0	0	1
FBgn0024921	CG7398	Tnpo	1	0	0	1
FBgn0024996	CG2677	eIF2Bbeta	1	0	0	1
FBgn0025455	CG6292	CycT	0	1	0	1
FBgn0025582	CG9677	eIF3e	1	0	0	1
FBgn0025637	CG16983	SkpA	1	0	0	1
FBgn0025716	CG6546	Bap55	1	0	0	1
FBgn0025807	CG3945	Rad9	1	0	0	1
FBgn0025825	CG2128	HDAC3	0	1	0	1
FBgn0025830	CG5859	IntS8	0	1	0	1
FBgn0026061	CG4123	Mipp1	0	0	1	1
FBgn0026263	CG7574	bip1	1	0	0	1
FBgn0026380	CG11981	Prosbeta3	1	0	0	1
FBgn0026393	CG17853	Or43b	1	0	0	1
FBgn0026418	CG6603	Hsc70Cb	1	0	0	1
FBgn0026575	CG32575	hang	1	0	0	1
FBgn0026679	CG12113	IntS4	0	1	0	1
FBgn0026713	CG32604	l(1)G0007	1	0	0	1
FBgn0026737	CG6171	CG6171	1	0	0	1
FBgn0027079	CG4062	ValRS	1	0	0	1
FBgn0027084	CG12141	LysRS	1	0	0	1
FBgn0027360	CG9878	Tim10	0	0	1	1
FBgn0027512	CG10254	CG10254	0	0	1	1
FBgn0027524	CG3909	CG3909	0	1	0	1
FBgn0027537	CG11092	Nup93-1	0	1	0	1
FBgn0027567	CG8108	CG8108	1	0	0	1
FBgn0027579	CG5508	mino	1	0	0	1
FBgn0027619	CG12131	eIF3j	1	0	0	1
FBgn0027783	CG10212	SMC2	1	0	0	1
FBgn0027841	CG7697	CstF64	0	1	0	1
FBgn0027868	CG6743	Nup107	1	0	0	1
FBgn0027889	CG6386	ball	0	1	0	1
FBgn0028422	CG18039	GluRIID	1	0	0	1
FBgn0028473	CG8801	Non1	1	0	0	1
FBgn0028490	CG31705	CG31705	1	0	0	1
FBgn0028494	CG6424	CG6424	0	0	1	1
FBgn0028530	CG18124	mTTF	1	0	0	1
FBgn0028577	CG12085	hfp	1	0	0	1
FBgn0028683	CG12372	spt4	1	0	0	1
FBgn0028684	CG10370	Rpt5	1	0	0	1
FBgn0028690	CG1100	Rpn5	1	0	0	1
FBgn0028863	CG4587	CG4587	0	0	1	1
FBgn0028868	CG4701	CG4701	0	0	1	1
FBgn0028940	CG8864	Cyp28a5	0	0	1	1
FBgn0029094	CG9383	asf1	0	1	0	1
FBgn0029117	CG9943	Surf1	0	0	1	1
FBgn0029800	CG15929	lin-52	0	0	1	1
FBgn0029820	CG16721	CG16721	1	0	0	1
FBgn0029867	CG3847	CG3847	1	0	0	1
FBgn0029941	CG1677	CG1677	1	0	0	1
FBgn0029958	CG12151	Pdp	1	0	0	1
FBgn0029999	CG1575	CG1575	1	0	0	1
FBgn0030007	CG2263	alpha-PheRS	1	0	0	1
FBgn0030121	CG17446	Cfp1	1	0	0	1
FBgn0030263	CG2076	CG2076	0	0	1	1
FBgn0030293	CG1737	CG1737	1	0	0	1
FBgn0030366	CG1490	Usp7	1	0	0	1
FBgn0030373	CG12721	moon	1	0	0	1
FBgn0030434	CG4400	Brms1	0	1	0	1
FBgn0030451	CG15717	CG15717	1	0	0	1
FBgn0030480	CG1660	Tim9a	0	1	0	1
FBgn0030500	CG9938	Ndc80	1	0	0	1
FBgn0030552	CG15871	mRpL38	0	1	0	1
FBgn0030572	CG14413	mRpS25	0	1	0	1
FBgn0030655	CG9213	CG9213	0	0	1	1
FBgn0030658	CG7872	CG7872	0	0	1	1
FBgn0030719	CG9177	eIF5	1	0	0	1
FBgn0030738	CG9915	CG9915	0	1	0	1
FBgn0030812	CG8949	wcy	0	1	0	1
FBgn0030858	CG8211	IntS2	0	1	0	1
FBgn0031047	CG14213	Rcd-1	0	1	0	1
FBgn0031048	CG12237	CG12237	1	0	0	1
FBgn0031057	CG14224	Ubqn	0	1	0	1
FBgn0031116	CG1695	CG1695	1	0	0	1
FBgn0031145	CG1740	Ntf-2	1	0	0	1
FBgn0031228	CG11455	ND-15	0	0	1	1
FBgn0031231	CG11488	mRpL10	0	1	0	1
FBgn0031266	CG2807	Sf3b1	1	0	0	1
FBgn0031296	CG4415	CG4415	1	0	0	1
FBgn0031298	CG4428	Atg4a	1	0	0	1
FBgn0031309	CG5041	Tfb4	1	0	0	1
FBgn0031357	CG17642	mRpL48	0	1	0	1
FBgn0031390	CG31671	tho2	1	0	0	1
FBgn0031398	CG10880	CG10880	1	0	0	1
FBgn0031455	CG9958	Snapin	1	0	0	1
FBgn0031538	CG3246	CG3246	1	0	0	1
FBgn0031651	CG8849	mRpL24	0	1	0	1
FBgn0031660	CG3782	mRpL28	0	1	0	1
FBgn0031668	CG31917	CG31917	1	0	0	1
FBgn0031677	CG14036	CG14036	1	0	0	1
FBgn0031771	CG9140	ND-51	0	1	0	1
FBgn0031818	CG9536	CG9536	1	0	0	1
FBgn0031822	CG9548	Phf5a	1	0	0	1
FBgn0031842	CG11098	Tango1	1	0	0	1
FBgn0031979	CG7429	CCDC53	1	0	0	1
FBgn0032005	CG8282	Snx6	1	0	0	1
FBgn0032021	CG7781	CG7781	1	0	0	1
FBgn0032197	CG5694	CG5694	1	0	0	1
FBgn0032236	CG5108	mRpS7	0	1	0	1
FBgn0032242	CG5355	CG5355	0	0	1	1
FBgn0032250	CG5198	holn1	1	0	0	1
FBgn0032261	CG6094	CG6094	1	0	0	1
FBgn0032346	CG6249	Csl4	1	0	0	1
FBgn0032512	CG9305	Bdp1	1	0	0	1
FBgn0032642	CG5110	CG5110	1	0	0	1
FBgn0032691	CG10414	Atac2	1	0	0	1
FBgn0032783	CG10237	CG10237	0	0	1	1
FBgn0032819	CG10463	CG10463	0	1	0	1
FBgn0032849	CG10757	mRpS18B	0	1	0	1
FBgn0032899	CG9338	CG9338	1	0	0	1
FBgn0032906	CG9273	RPA2	1	0	0	1
FBgn0032923	CG9248	CG9248	0	1	0	1
FBgn0032956	CG1512	Cul2	1	0	0	1
FBgn0033033	CG11066	scaf	0	0	1	1
FBgn0033062	CG7843	Ars2	1	0	0	1
FBgn0033179	CG11139	p47	1	0	0	1
FBgn0033187	CG2144	PIG-G	0	0	1	1
FBgn0033210	CG1406	U2A	1	0	0	1
FBgn0033221	CG12825	CG12825	0	0	1	1
FBgn0033264	CG2158	Nup50	1	0	0	1
FBgn0033316	CG14749	Gle1	0	1	0	1
FBgn0033374	CG13741	CG13741	1	0	0	1
FBgn0033464	CG1441	CG1441	0	0	1	1
FBgn0033659	CG18188	Damm	0	0	1	1
FBgn0033661	CG13185	CG13185	1	0	0	1
FBgn0033686	CG12367	Hen1	0	1	0	1
FBgn0033752	CG8569	CG8569	0	1	0	1
FBgn0033842	CG5970	cbc	1	0	0	1
FBgn0033897	CG8233	Rcd1	1	0	0	1
FBgn0033921	CG8589	tej	1	0	0	1
FBgn0033929	CG8151	Tfb1	1	0	0	1
FBgn0034029	CG8190	eIF2Bgamma	1	0	0	1
FBgn0034084	CG8435	CG8435	1	0	0	1
FBgn0034151	CG15617	CG15617	0	0	1	1
FBgn0034217	CG18468	Lhr	1	0	0	1
FBgn0034225	CG4827	veil	1	0	0	1
FBgn0034240	CG4903	MESR4	0	1	0	1
FBgn0034243	CG6501	Ns2	1	0	0	1
FBgn0034248	CG14483	CG14483	1	0	0	1
FBgn0034282	CG5784	Mapmodulin	1	0	0	1
FBgn0034313	CG5726	CG5726	1	0	0	1
FBgn0034579	CG9353	mRpL54	0	1	0	1
FBgn0034645	CG10320	ND-B12	0	1	0	1
FBgn0034649	CG9865	PIG-M	0	0	1	1
FBgn0034654	CG10306	eIF3k	1	0	0	1
FBgn0034661	CG4386	CG4386	0	0	1	1
FBgn0034722	CG10955	Rtf1	1	0	0	1
FBgn0034742	CG4294	CG4294	0	1	0	1
FBgn0034744	CG4071	Vps20	1	0	0	1
FBgn0034861	CG9815	CG9815	0	0	1	1
FBgn0034893	CG5479	mRpL43	0	1	0	1
FBgn0034903	CG9850	sona	1	0	0	1
FBgn0034921	CG11183	DCP1	0	1	0	1
FBgn0034939	CG2980	thoc5	1	0	0	1
FBgn0034963	CG13567	Not11	1	0	0	1
FBgn0034968	CG3195	RpL12	1	0	0	1
FBgn0034970	CG4005	yki	0	0	1	1
FBgn0034982	CG4065	Naa35	0	0	1	1
FBgn0034988	CG3362	cN-IIIB	1	0	0	1
FBgn0035007	CG3492	CG3492	0	0	1	1
FBgn0035025	CG11416	uri	1	0	0	1
FBgn0035032	CG4692	ATPsynF	0	1	0	1
FBgn0035099	CG6845	CG6845	1	0	0	1
FBgn0035110	CG17143	thoc7	1	0	0	1
FBgn0035122	CG13880	mRpL17	0	1	0	1
FBgn0035154	CG3344	hiro	1	0	0	1
FBgn0035162	CG13900	Sf3b3	1	0	0	1
FBgn0035286	CG13924	CG13924	1	0	0	1
FBgn0035323	CG13807	CG13807	1	0	0	1
FBgn0035337	CG15877	CG15877	1	0	0	1
FBgn0035397	CG11486	CG11486	1	0	0	1
FBgn0035407	CG14962	Asciz	1	0	0	1
FBgn0035489	NA	NA	0	0	1	1
FBgn0035534	CG15016	mRpS6	0	1	0	1
FBgn0035689	CG7376	CG7376	0	0	1	1
FBgn0035831	CG8038	CG8038	1	0	0	1
FBgn0035849	CG7404	ERR	0	0	1	1
FBgn0036053	CG6718	iPLA2-VIA	0	0	1	1
FBgn0036117	CG6321	CG6321	1	0	0	1
FBgn0036121	CG6310	CG6310	0	0	1	1
FBgn0036135	CG7636	mRpL2	0	1	0	1
FBgn0036147	CG6199	Plod	1	0	0	1
FBgn0036184	CG7351	PCID2	1	0	0	1
FBgn0036188	CG7339	CG7339	1	0	0	1
FBgn0036239	CG5684	Pop2	1	0	0	1
FBgn0036240	CG6928	CG6928	0	1	0	1
FBgn0036258	CG5642	eIF3l	1	0	0	1
FBgn0036314	CG10754	Sf3a2	1	0	0	1
FBgn0036335	CG11258	mRpL20	0	1	0	1
FBgn0036336	CG11268	ste14	1	0	0	1
FBgn0036373	CG10741	Tgi	1	0	0	1
FBgn0036462	CG17166	mRpL39	0	1	0	1
FBgn0036570	CG5222	IntS9	0	1	0	1
FBgn0036574	CG16838	elg1	0	1	0	1
FBgn0036581	CG5057	MED10	1	0	0	1
FBgn0036612	CG4998	CG4998	1	0	0	1
FBgn0036666	CG9712	TSG101	0	1	0	1
FBgn0036686	CG7728	CG7728	1	0	0	1
FBgn0036710	CG6479	CG6479	0	1	0	1
FBgn0036733	CG6322	U4-U6-60K	1	0	0	1
FBgn0036752	CG5992	Adgf-A	0	1	0	1
FBgn0036763	CG7441	TrpRS-m	1	0	0	1
FBgn0036812	CG4076	Nufip	1	0	0	1
FBgn0036815	CG6874	HipHop	1	0	0	1
FBgn0036828	CG6841	CG6841	1	0	0	1
FBgn0036853	CG9730	mRpL21	0	1	0	1
FBgn0036973	CG5585	Rbbp5	1	0	0	1
FBgn0037001	CG6020	ND-39	0	1	0	1
FBgn0037008	CG5047	mTerf3	0	1	0	1
FBgn0037051	CG10565	CG10565	1	0	0	1
FBgn0037078	CG12971	CG12971	1	0	0	1
FBgn0037102	CG7172	CRIF	0	1	0	1
FBgn0037106	CG11307	CG11307	1	0	0	1
FBgn0037108	CG11306	Alg11	0	0	1	1
FBgn0037121	CG11246	Rpb8	1	0	0	1
FBgn0037138	CG7145	P5CDh1	1	0	0	1
FBgn0037205	CG11133	BoYb	1	0	0	1
FBgn0037249	CG9805	eIF3a	1	0	0	1
FBgn0037342	CG2931	CG2931	0	1	0	1
FBgn0037371	CG2097	Sym	0	1	0	1
FBgn0037446	CG10267	Zif	1	0	0	1
FBgn0037686	CG9354	RpL34b	1	0	0	1
FBgn0037712	CG16789	CG16789	0	1	0	1
FBgn0037741	CG16908	CG16908	1	0	0	1
FBgn0037755	CG12945	CG12945	1	0	0	1
FBgn0037855	CG6621	CG6621	0	0	1	1
FBgn0037892	CG5242	mRpL40	1	0	0	1
FBgn0037899	CG6764	RpL24-like	1	0	0	1
FBgn0037958	CG6962	CG6962	0	0	1	1
FBgn0038043	CG17202	CG17202	1	0	0	1
FBgn0038145	CG8863	Droj2	0	1	0	1
FBgn0038168	CG9591	omd	0	1	0	1
FBgn0038224	CG3321	ATPsynE	0	0	1	1
FBgn0038234	CG3351	mRpL11	0	1	0	1
FBgn0038243	CG8066	CG8066	1	0	0	1
FBgn0038307	CG4247	mRpS10	0	1	0	1
FBgn0038426	CG10406	mRpS33	0	1	0	1
FBgn0038473	CG3983	Ns1	1	0	0	1
FBgn0038515	CG5823	CG5823	1	0	0	1
FBgn0038550	CG17801	CG17801	1	0	0	1
FBgn0038578	CG7957	MED17	1	0	0	1
FBgn0038609	CG7671	Nup43	0	0	1	1
FBgn0038678	CG14283	mRpL55	0	1	0	1
FBgn0038722	CG7360	Nup58	0	1	0	1
FBgn0038739	CG4686	CG4686	0	0	1	1
FBgn0038746	CG4510	Surf6	1	0	0	1
FBgn0038834	CG15697	RpS30	1	0	0	1
FBgn0038842	CG5630	hdly	1	0	0	1
FBgn0038890	CG7956	CG7956	1	0	0	1
FBgn0038925	CG6022	Cchl	0	0	1	1
FBgn0038964	CG13849	Nop56	1	0	0	1
FBgn0039129	CG5338	RpS19b	1	0	0	1
FBgn0039159	CG13608	mRpS24	1	0	0	1
FBgn0039175	CG5706	beta-PheRS	1	0	0	1
FBgn0039183	CG6413	Dis3	1	0	0	1
FBgn0039187	CG6454	CG6454	1	0	0	1
FBgn0039204	CG6607	CG6607	1	0	0	1
FBgn0039254	CG13645	Nmnat	1	0	0	1
FBgn0039269	CG7662	veli	0	1	0	1
FBgn0039271	CG11839	CG11839	1	0	0	1
FBgn0039310	CG11878	CG11878	1	0	0	1
FBgn0039430	CG5455	CG5455	0	1	0	1
FBgn0039459	CG5491	IntS12	0	1	0	1
FBgn0039488	CG6066	CG6066	1	0	0	1
FBgn0039555	CG12261	mRpS22	0	1	0	1
FBgn0039626	CG1420	Slu7	1	0	0	1
FBgn0039654	CG14514	Brd8	0	1	0	1
FBgn0039691	CG1972	IntS11	1	0	0	1
FBgn0039710	CG18041	dgt1	1	0	0	1
FBgn0039743	CG7946	CG7946	1	0	0	1
FBgn0039796	CG12069	CG12069	0	0	1	1
FBgn0039886	CG2003	CG2003	1	0	0	1
FBgn0040233	CG33694	cana	1	0	0	1
FBgn0040234	CG12149	c12.2	1	0	0	1
FBgn0040237	CG6815	bor	1	0	0	1
FBgn0040339	CG3034	MED22	1	0	0	1
FBgn0040477	CG13329	cid	0	1	0	1
FBgn0040512	CG3948	zetaCOP	1	0	0	1
FBgn0040575	CG15922	CG15922	1	0	0	1
FBgn0040732	CG16926	CG16926	0	0	1	1
FBgn0041150	CG12787	hoe1	1	0	0	1
FBgn0042112	CG18767	mRpL36	0	1	0	1
FBgn0042205	CG18764	CG18764	1	0	0	1
FBgn0043456	CG4747	Ndf	0	0	1	1
FBgn0043884	CG33106	mask	0	0	1	1
FBgn0044324	CG10712	Chro	1	0	0	1
FBgn0046113	CG4226	GluRIIC	1	0	0	1
FBgn0046687	CG3171	Tre1	1	0	0	1
FBgn0050015	CG30015	CG30015	0	1	0	1
FBgn0050076	CG30076	CG30076	1	0	0	1
FBgn0050156	CG30156	CG30156	1	0	0	1
FBgn0050476	CG30476	ave	1	0	0	1
FBgn0051097	CG31097	CG31097	0	0	1	1
FBgn0051288	CG31288	CG31288	0	0	1	1
FBgn0051368	CG31368	CG31368	1	0	0	1
FBgn0051450	CG31450	mRpS18A	0	1	0	1
FBgn0051510	CG31510	CG31510	1	0	0	1
FBgn0051522	CG31522	CG31522	1	0	0	1
FBgn0051852	CG31852	Tap42	1	0	0	1
FBgn0051855	CG31855	CG31855	1	0	0	1
FBgn0051871	CG31871	CG31871	0	0	1	1
FBgn0051957	CG31957	CG31957	1	0	0	1
FBgn0052039	CG32039	CG32039	1	0	0	1
FBgn0052152	CG32152	CG32152	1	0	0	1
FBgn0052554	CG32554	CG32554	1	0	0	1
FBgn0052707	CG32707	APC4	0	1	0	1
FBgn0052708	CG32708	CG32708	1	0	0	1
FBgn0053169	CG33169	CG33169	1	0	0	1
FBgn0053213	CG33213	CG33213	0	0	1	1
FBgn0053217	CG33217	CG33217	1	0	0	1
FBgn0053526	CG33526	PNUTS	0	0	1	1
FBgn0053554	CG33554	Nipped-A	1	0	0	1
FBgn0063670	CG40228	CG40228	0	1	0	1
FBgn0085243	CG34214	CG34214	0	0	1	1
FBgn0085421	CG34392	Epac	0	0	1	1
FBgn0086251	CG9252	del	1	0	0	1
FBgn0086372	CG2520	lap	0	0	1	1
FBgn0086451	CG10805	l(2)k09022	1	0	0	1
FBgn0086613	CG31212	Ino80	1	0	0	1
FBgn0086680	CG10037	vvl	1	0	0	1
FBgn0086785	CG10711	Vps36	0	1	0	1
FBgn0086908	CG12196	egg	0	1	0	1
FBgn0250755	CG42233	CG42233	1	0	0	1
FBgn0259150	CG42265	OtopLc	1	0	0	1
FBgn0259216	CG42316	RhoGAP102A	1	0	0	1
FBgn0259482	CG4946	Mob3	1	0	0	1
FBgn0259876	CG34438	Cap-G	1	0	0	1
FBgn0260393	CG17147	CG17147	1	0	0	1
FBgn0260397	CG17149	Su(var)3-3	1	0	0	1
FBgn0260407	CG31842	mRpS23	0	1	0	1
FBgn0260468	CG7950	CG7950	0	1	0	1
FBgn0260794	CG42574	ctrip	1	0	0	1
FBgn0260932	CG13190	cuff	1	0	0	1
FBgn0260965	CG42588	CG42588	1	0	0	1
FBgn0260990	CG1973	yata	1	0	0	1
FBgn0261016	CG42600	clos	0	0	1	1
FBgn0261270	CG8553	SelD	0	1	0	1
FBgn0261380	CG42632	mRpL37	0	1	0	1
FBgn0261396	CG42641	Rpn3	1	0	0	1
FBgn0261573	CG42687	CoRest	1	0	0	1
FBgn0261592	CG10944	RpS6	1	0	0	1
FBgn0261596	CG3751	RpS24	1	0	0	1
FBgn0261597	CG10305	RpS26	1	0	0	1
FBgn0261609	CG9946	eIF2alpha	1	0	0	1
FBgn0261612	CG42701	CngA	1	0	0	1
FBgn0261617	CG15319	nej	1	0	0	1
FBgn0261933	CG10753	SmD1	1	0	0	1
FBgn0261963	CG6634	mid	0	0	1	1
FBgn0262467	CG8885	Scox	0	1	0	1
FBgn0262473	CG5490	Tl	1	0	0	1
FBgn0262519	CG8103	Mi-2	0	0	1	1
FBgn0262656	CG10798	Myc	1	0	0	1
FBgn0262699	CG3000	fzr	0	1	0	1
FBgn0262734	CG4429	eIF4H1	1	0	0	1
FBgn0262801	CG2358	twr	1	0	0	1
FBgn0262869	CG43224	Gfrl	1	0	0	1
FBgn0263232	CG32135	Nxf3	1	0	0	1
FBgn0263351	CG7057	AP-2mu	0	1	0	1
FBgn0263603	CG5215	Zn72D	1	0	0	1
FBgn0263832	CG1135	Rcd5	1	0	0	1
FBgn0263863	CG6949	mRpL45	0	1	0	1
FBgn0263933	CG4063	ebi	0	1	0	1
FBgn0263979	CG4236	Caf1-55	1	0	0	1
FBgn0264324	CG31048	spg	1	0	0	1
FBgn0264326	CG6768	DNApol-epsilon255	0	1	0	1
FBgn0264495	CG42803	gpp	1	0	0	1
FBgn0264962	CG10228	Pcf11	1	0	0	1
FBgn0265276	CG6930	l(3)neo38	0	1	0	1
FBgn0265523	CG4013	Smr	1	0	0	1
