TID Lib Viability Chr HeTA TAHRE blood burdock Gene Synonym mean_col status tag1 tag2 tag3 tag4
100204 KK viable 2 -3.465160427083045 -3.769828313601347 -2.9986824825771947 -2.24296100473311 CG10267 Zif -3.1191580569986743 4 1 1 1 1
110316 KK viable 2 -3.5957361581286613 -3.8385998511915878 -2.841579699353684 -1.8701911021826132 CG7429 CG7429 -3.0365267027141365 3 1 1 1 1
104471 KK viable 2 -3.956231984718371 -4.093992003542251 -1.816480738977209 -1.90509837949281 CG1101 Aly -2.94295077668266 2 1 1 1 1
19573 GD sterile 3 -3.064194891346754 -3.891369672215898 -2.765900886349803 -1.9420520913644408 CG15717 CG15717 -2.915879385319224 3 1 1 1 1
102621 KK viable 2 -3.56781200060543 -3.286494451062831 -4.794811390573782 0.3091442965900839 CG4415 CG4415 -2.83499338641299 3 1 1 1 1
109331 KK viable 2 -3.1336915762684465 -2.990191453570988 -3.986050210912859 -0.9002715680015178 CG11133 BoYb -2.7525512021884526 3 1 1 1 1
40480 GD viable 3 -2.9795324260764913 -3.2909372725327986 -4.077838055335058 -0.6484615371890573 CG3893 CG3893 -2.7491923227833515 3 1 1 1 1
104114 KK viable 2 -2.756677409789075 -1.859678460718388 -4.610029088844227 -1.751894383500406 CG32135 Nxf3 -2.744569835713024 2 1 1 1 1
1316 GD viable 2 -2.89062100649121 -2.695273898257097 -3.896252890042224 -1.2045082516544523 CG5508 CG5508 -2.671664011611246 3 1 1 1 1
110461 KK viable 2 -2.9914583794885243 -2.853795867336345 -2.6998571241052765 -2.1255758223157852 CG12892 Caf1-105 -2.6676717983114826 4 1 1 1 1
6557 GD viable 3 -2.452115719647369 -2.5175701248320457 -2.0832422439440976 -3.4517976648667226 CG8581 fra -2.6261814383225586 4 1 1 1 1
105719 KK viable 2 -2.7901933761111573 -2.9119418772102943 -3.1011464809385747 -1.6845632169427776 CG12340 wde -2.621961237800701 3 1 1 1 1
109454 KK viable 2 -2.3461277114952233 -3.0118717874404326 -1.9807813905985034 -3.1331566258344514 CG4637 hh -2.6179843788421526 3 1 1 1 1
108960 KK viable 2 -3.0115602463677127 -3.118916356350921 -3.9048944096889775 -0.4306347571356928 CG5163 TfIIA-S -2.616501442385826 3 1 1 1 1
110433 KK viable 2 -2.465427485527965 -3.1456007777445136 -2.023213547434884 -2.762105607241843 CG10726 barr -2.599086854487301 4 1 1 1 1
109408 KK viable 2 -3.995456813813723 -4.524297539619385 -0.6967030150210393 -0.8215263843266472 CG1972 IntS11 -2.5094959381951987 2 1 1 1 1
109697 KK viable 2 -2.429721907078191 -2.6092381852585405 -2.773952907819213 -2.1457398934467693 CG1677 CG1677 -2.4896632234006786 4 1 1 1 1
105977 KK viable 2 -3.046188742704328 -3.4348432957831694 -2.5040258345731883 -0.8756982763324536 CG6842 Vps4 -2.465189037348285 3 1 1 1 1
106139 KK viable 2 -3.880942764772967 -4.2582545533976495 -2.1420054518340224 0.4360668022135281 CG5585 CG5585 -2.4612839919477776 3 1 1 1 1
24740 GD viable 3 -2.21821394431102 -2.6220223127451225 -2.1401056565584744 -2.6274315790026934 CG32346 E(bx) -2.4019433731543276 4 1 1 1 1
45484 GD viable 2 -1.9382103593002815 -2.4515874894526366 -2.449743685084417 -2.762486778986183 CG6199 Plod -2.4005070782058797 3 1 1 1 1
108017 KK viable 2 -2.2135394994903566 -2.186066626333959 -3.2818940099898666 -1.9100902557150619 CG1135 Rcd5 -2.397897597882311 3 1 1 1 1
110573 KK viable 2 -1.8627123323351937 -3.457221273330687 -1.4912031136574058 -2.688682567130965 CG4938 Aats-ser -2.3749548216135627 2 1 1 1 1
106344 KK viable 2 -4.147526877062125 -4.427370680968216 -0.5579187739736251 -0.1595989597964622 CG7843 Ars2 -2.323103822950107 2 1 1 1 1
108882 KK viable 2 -2.2239015421594495 -2.4849264362116195 -1.917668627832104 -2.376942791723998 CG8900 RpS18 -2.2508598494817926 3 1 1 1 1
102156 KK viable 2 -5.734680777199549 -6.580372084216506 0.7054369713559445 2.6291330497249525 CG5694 CG5694 -2.2451207100837896 2 1 1 1 1
23680 GD viable 3 -2.085767189507595 -2.6174807670235327 -1.5336729797259194 -2.701271754851326 CG8627 Dbi -2.2345481727770933 3 1 1 1 1
101837 KK viable 2 -2.157683165141198 -2.008744624054514 -1.6647883149609393 -2.9171634453113295 CG3847 CG3847 -2.187094887366995 3 1 1 1 1
100380 KK viable 2 -3.141637886880972 -2.160163172751339 -3.4443645214138243 0.04254189555142584 CG13924 CG13924 -2.1759059213736776 3 1 1 1 1
102792 KK viable 2 -3.296767846276581 -3.569983805860491 -1.099933821894372 -0.6684461500572815 CG13807 CG13807 -2.1587829060221813 2 1 1 1 1
24248 GD viable 3 -2.869018842846874 -2.9770622884861395 -2.1458166432217802 -0.6054381841661913 CG8233 Rcd1 -2.149333989680246 3 1 1 1 1
107177 KK viable 2 -2.0969622598335014 -2.285714495277844 -1.9506052506690137 -2.2596889356331595 CG3201 Mlc-c -2.1482427353533797 3 1 1 1 1
31340 GD viable 2 -1.8117072433816281 -2.2112134085414037 -1.9155591375139491 -2.6342538231965595 CG10741 CG10741 -2.143183403158385 2 1 1 1 1
103710 KK viable 2 -2.4489986122489507 -2.1642943169658446 -1.7522811550097916 -2.191316284858978 CG10228 Pcf11 -2.139222592270891 3 1 1 1 1
25317 GD viable 2 -3.2581594138386754 -2.619097106442383 -2.586662092541444 -0.09039498961599296 CG32505 Pp4-19C -2.1385784006096236 3 1 1 1 1
13178 GD lethal 3 -1.6705855594957881 -2.077921719644442 -2.531699025968018 -2.2358386769118423 CG12157 Tom40 -2.1290112455050227 3 1 1 1 1
107262 KK viable 2 -1.9271241667257002 -2.408607335645905 -2.1086557344174452 -2.0012284993502147 CG13645 Nmnat -2.1114039340348163 3 1 1 1 1
100565 KK viable 2 -1.7050587976766716 -1.845987088013205 -2.1174197431212822 -2.748322408988205 CG7664 crp -2.104197009449841 2 1 1 1 1
100952 KK viable 2 -3.212033012475436 -2.498908086571459 -3.0389616965552544 0.3355883655461994 CG32575 hang -2.1035786075139877 3 1 1 1 1
25248 GD viable 3 -1.550288315475601 -2.085468335094564 -4.2782217305453925 -0.4935969863488328 CG17293 CG17293 -2.1018938418660977 2 1 1 1 1
25427 GD sterile 3 -2.322893637361028 -2.2002769792252943 -2.046432940966862 -1.7536745338066067 CG2677 eIF2B-beta -2.0808195228399478 3 1 1 1 1
51851 GD viable 2 -2.7451086806433183 -1.9917203187203456 -1.818855801224586 -1.7669252062579162 CG16788 RnpS1 -2.0806525017115414 1 1 1 0 1
24534 GD viable 3 -2.822048343691231 -3.2402635707241725 -1.320669714784277 -0.925327539780324 CG1244 MEP-1 -2.077077292245001 2 1 1 1 1
100082 KK viable 2 -3.9481098083207953 -4.489924560734924 -0.23335725069278015 0.47067582873317493 CG4616 FLASH -2.0501789477538312 2 1 1 1 1
27097 GD viable 3 -1.8950189670321285 -2.370247034667596 -1.8950308394152529 -1.939487330864639 CG11282 caps -2.024946042994904 1 1 1 0 1
